open,close,side,entry,exit,sl,tp,r,pnl,tags
2025-06-11 13:00:00+00:00,2025-06-11 22:00:00+00:00,LONG,2797.0,2750.929318354976,2750.929318354976,2889.1413632900476,-1.0,-46.0706816450238,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-13 23:00:00+00:00,2025-06-14 07:00:00+00:00,LONG,2580.35,2529.3703694313285,2529.3703694313285,2682.3092611373427,-1.0,-50.97963056867138,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-15 22:00:00+00:00,2025-06-16 05:00:00+00:00,LONG,2544.55,2609.4158033425474,2512.1170983287266,2609.4158033425474,2.0,64.86580334254722,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-17 02:00:00+00:00,2025-06-17 10:00:00+00:00,LONG,2610.15,2554.298078799997,2554.298078799997,2721.8538424000067,-1.0,-55.85192120000329,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-18 04:00:00+00:00,2025-06-18 10:00:00+00:00,LONG,2537.5,2494.454046809446,2494.454046809446,2623.591906381108,-1.0,-43.04595319055397,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-19 09:00:00+00:00,2025-06-19 14:00:00+00:00,LONG,2539.0,2503.9008927491354,2503.9008927491354,2609.198214501729,-1.0,-35.09910725086456,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-27 02:00:00+00:00,2025-06-27 17:00:00+00:00,LONG,2438.4,2398.0597625607093,2398.0597625607093,2519.0804748785818,-1.0,-40.34023743929083,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-06-30 17:00:00+00:00,2025-07-01 05:00:00+00:00,LONG,2488.3,2454.087036515976,2454.087036515976,2556.725926968049,-1.0,-34.212963484024385,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-02 04:00:00+00:00,2025-07-02 15:00:00+00:00,LONG,2439.5,2501.146490867727,2408.6767545661364,2501.146490867727,2.0,61.64649086772715,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-03 20:00:00+00:00,2025-07-04 06:00:00+00:00,LONG,2600.7,2563.900144623511,2563.900144623511,2674.2997107529773,-1.0,-36.79985537648872,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-07 02:00:00+00:00,2025-07-07 14:00:00+00:00,LONG,2577.05,2547.854713918623,2547.854713918623,2635.4405721627545,-1.0,-29.195286081377162,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-08 14:00:00+00:00,2025-07-08 17:00:00+00:00,LONG,2564.75,2623.1500200626097,2535.549989968695,2623.1500200626097,2.0,58.400020062609656,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-08 19:00:00+00:00,2025-07-09 18:00:00+00:00,LONG,2612.25,2677.0389684527026,2579.8555157736487,2677.0389684527026,2.0,64.78896845270265,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-10 18:00:00+00:00,2025-07-10 21:00:00+00:00,LONG,2814.15,2896.3298320171393,2773.0600839914305,2896.3298320171393,2.0,82.17983201713923,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-11 17:00:00+00:00,2025-07-11 22:00:00+00:00,LONG,2994.75,2937.801248978479,2937.801248978479,3108.6475020430416,-1.0,-56.94875102152082,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-12 03:00:00+00:00,2025-07-12 12:00:00+00:00,LONG,2967.8,2919.8531328914537,2919.8531328914537,3063.693734217093,-1.0,-47.946867108546485,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-13 12:00:00+00:00,2025-07-13 21:00:00+00:00,LONG,2989.15,2959.820406628732,2959.820406628732,3047.809186742536,-1.0,-29.329593371267947,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-14 02:00:00+00:00,2025-07-14 11:00:00+00:00,LONG,3002.0,3080.90488845657,2962.547555771715,3080.90488845657,2.0,78.90488845657,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-15 12:00:00+00:00,2025-07-15 17:00:00+00:00,LONG,3001.25,3089.0045749539586,2957.3727125230207,3089.0045749539586,2.0,87.75457495395858,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-15 18:00:00+00:00,2025-07-16 13:00:00+00:00,LONG,3066.65,3197.1658049604835,3001.3920975197584,3197.1658049604835,2.0,130.51580496048336,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-17 14:00:00+00:00,2025-07-18 01:00:00+00:00,LONG,3428.0,3563.978215450241,3360.0108922748796,3563.978215450241,2.0,135.9782154502409,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-19 02:00:00+00:00,2025-07-20 11:00:00+00:00,LONG,3571.25,3731.9141233523924,3490.917938323804,3731.9141233523924,2.0,160.66412335239238,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-20 17:00:00+00:00,2025-07-22 04:00:00+00:00,LONG,3740.55,3675.7652791066575,3675.7652791066575,3870.1194417866855,-1.0,-64.78472089334264,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-22 15:00:00+00:00,2025-07-23 12:00:00+00:00,LONG,3721.25,3642.105826116235,3642.105826116235,3879.5383477675296,-1.0,-79.14417388376478,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-24 00:00:00+00:00,2025-07-24 05:00:00+00:00,LONG,3650.0,3581.386766190663,3581.386766190663,3787.226467618674,-1.0,-68.61323380933709,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-24 08:00:00+00:00,2025-07-26 22:00:00+00:00,LONG,3635.25,3785.3437293481484,3560.203135325926,3785.3437293481484,2.0,150.09372934814837,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-27 00:00:00+00:00,2025-07-27 16:00:00+00:00,LONG,3757.9,3849.7771426423574,3711.9614286788214,3849.7771426423574,2.0,91.87714264235728,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-27 19:00:00+00:00,2025-07-28 05:00:00+00:00,LONG,3830.95,3928.09745475236,3782.3762726238197,3928.09745475236,2.0,97.14745475236032,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-29 06:00:00+00:00,2025-07-29 14:00:00+00:00,LONG,3829.25,3770.0622954614723,3770.0622954614723,3947.6254090770553,-1.0,-59.18770453852767,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-30 02:00:00+00:00,2025-07-30 11:00:00+00:00,LONG,3811.0,3749.521796215939,3749.521796215939,3933.956407568122,-1.0,-61.47820378406095,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-30 14:00:00+00:00,2025-07-30 18:00:00+00:00,LONG,3818.7,3757.8482008567544,3757.8482008567544,3940.4035982864907,-1.0,-60.851799143245444,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-07-30 23:00:00+00:00,2025-07-31 19:00:00+00:00,LONG,3808.5,3742.041618885775,3742.041618885775,3941.4167622284504,-1.0,-66.45838111422518,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-05 09:00:00+00:00,2025-08-05 14:00:00+00:00,LONG,3660.2,3609.4605632438156,3609.4605632438156,3761.678873512368,-1.0,-50.739436756184205,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-08 15:00:00+00:00,2025-08-09 04:00:00+00:00,LONG,3956.8,4092.4760477885084,3888.961976105746,4092.4760477885084,2.0,135.67604778850819,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-09 13:00:00+00:00,2025-08-09 20:00:00+00:00,LONG,4168.25,4293.833462219029,4105.458268890486,4293.833462219029,2.0,125.58346221902866,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-10 16:00:00+00:00,2025-08-11 12:00:00+00:00,LONG,4235.0,4168.95472945544,4168.95472945544,4367.090541089119,-1.0,-66.04527054455957,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-11 13:00:00+00:00,2025-08-11 21:00:00+00:00,LONG,4279.0,4205.3430968922285,4205.3430968922285,4426.313806215543,-1.0,-73.65690310777154,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
2025-08-12 00:00:00+00:00,2025-08-12 13:00:00+00:00,LONG,4275.85,4433.735786095414,4196.907106952293,4433.735786095414,2.0,157.885786095414,"{'regime': 'bull', 'tf_ok': True, 'rsi_bucket': '50-65', 'poc_dir': 'above'}"
